Data input File
6
Xlocation 
Ylocation 
Zlocation 
Primary 
Secondary 
Decluster Weight 
   0.51635    0.28095    1.00000    0.66786    0.00000    0.01000 
   0.86426    0.92598    1.00000    0.01338    0.00000    0.01000 
   0.48918    0.90573    1.00000    0.67852    0.00000    0.01000 
   0.58368    0.92680    1.00000    0.86198    0.00000    0.01000 
   0.64038    0.36715    1.00000    0.66553    0.00000    0.01000 
   0.33041    0.53675    1.00000    0.35995    0.00000    0.01000 
   0.03435    0.08420    1.00000    0.48088    0.00000    0.01000 
   0.09608    0.53944    1.00000    0.53078    0.00000    0.01000 
   0.43639    0.93246    1.00000    0.08088    0.00000    0.01000 
   0.30471    0.73011    1.00000    0.64306    0.00000    0.01000 
   0.04467    0.63918    1.00000    0.95877    0.00000    0.01000 
   0.21556    0.20039    1.00000    0.62862    0.00000    0.01000 
   0.83321    0.63513    1.00000    0.38303    0.00000    0.01000 
   0.59550    0.27693    1.00000    0.01226    0.00000    0.01000 
   0.96813    0.62130    1.00000    0.64387    0.00000    0.01000 
   0.09282    0.69924    1.00000    0.20313    0.00000    0.01000 
   0.36654    0.61361    1.00000    0.36353    0.00000    0.01000 
   0.24443    0.97290    1.00000    0.80251    0.00000    0.01000 
   0.33964    0.47972    1.00000    0.55527    0.00000    0.01000 
   0.10446    0.77373    1.00000    0.14551    0.00000    0.01000 
   0.53932    0.06810    1.00000    0.99562    0.00000    0.01000 
   0.43128    0.85484    1.00000    0.18605    0.00000    0.01000 
   0.78793    0.58176    1.00000    0.17026    0.00000    0.01000 
   0.67987    0.63410    1.00000    0.85544    0.00000    0.01000 
   0.68260    0.75063    1.00000    0.47104    0.00000    0.01000 
   0.14170    0.69814    1.00000    0.65138    0.00000    0.01000 
   0.03097    0.59891    1.00000    0.54209    0.00000    0.01000 
   0.30943    0.55391    1.00000    0.90995    0.00000    0.01000 
   0.90631    0.10064    1.00000    0.08970    0.00000    0.01000 
   0.45745    0.15417    1.00000    0.68718    0.00000    0.01000 
   0.90181    0.32594    1.00000    0.60222    0.00000    0.01000 
   0.79103    0.76710    1.00000    0.36050    0.00000    0.01000 
   0.35865    0.81311    1.00000    0.98604    0.00000    0.01000 
   0.10433    0.14420    1.00000    0.72105    0.00000    0.01000 
   0.97332    0.17199    1.00000    0.71245    0.00000    0.01000 
   0.29868    0.61500    1.00000    0.37120    0.00000    0.01000 
   0.88597    0.55305    1.00000    0.06737    0.00000    0.01000 
   0.56726    0.92296    1.00000    0.08703    0.00000    0.01000 
   0.38441    0.14812    1.00000    0.94434    0.00000    0.01000 
   0.79729    0.55015    1.00000    0.57462    0.00000    0.01000 
   0.28733    0.31518    1.00000    0.84215    0.00000    0.01000 
   0.08448    0.18904    1.00000    0.21941    0.00000    0.01000 
   0.46397    0.87635    1.00000    0.72449    0.00000    0.01000 
   0.59949    0.03374    1.00000    0.24682    0.00000    0.01000 
   0.53223    0.51342    1.00000    0.30313    0.00000    0.01000 
   0.92901    0.30853    1.00000    0.34268    0.00000    0.01000 
   0.05252    0.84184    1.00000    0.22471    0.00000    0.01000 
   0.89606    0.73071    1.00000    0.95312    0.00000    0.01000 
   0.81491    0.85142    1.00000    0.05875    0.00000    0.01000 
   0.36613    0.47266    1.00000    0.87789    0.00000    0.01000 
   0.01032    0.73835    1.00000    0.88954    0.00000    0.01000 
   0.54345    0.65553    1.00000    0.01753    0.00000    0.01000 
   0.76372    0.46127    1.00000    0.42966    0.00000    0.01000 
   0.59432    0.12275    1.00000    0.88197    0.00000    0.01000 
   0.88255    0.64009    1.00000    0.82510    0.00000    0.01000 
   0.95668    0.68765    1.00000    0.94817    0.00000    0.01000 
   0.00083    0.07213    1.00000    0.32268    0.00000    0.01000 
   0.61155    0.52435    1.00000    0.53726    0.00000    0.01000 
   0.79851    0.75923    1.00000    0.67721    0.00000    0.01000 
   0.29599    0.00219    1.00000    0.73195    0.00000    0.01000 
   0.88226    0.66055    1.00000    0.76213    0.00000    0.01000 
   0.26153    0.02323    1.00000    0.47870    0.00000    0.01000 
   0.93830    0.97646    1.00000    0.21329    0.00000    0.01000 
   0.37546    0.83541    1.00000    0.20196    0.00000    0.01000 
   0.73774    0.88856    1.00000    0.68344    0.00000    0.01000 
   0.87333    0.96271    1.00000    0.88238    0.00000    0.01000 
   0.74890    0.16580    1.00000    0.58435    0.00000    0.01000 
   0.66128    0.01417    1.00000    0.08159    0.00000    0.01000 
   0.69869    0.50988    1.00000    0.70164    0.00000    0.01000 
   0.38768    0.77936    1.00000    0.40633    0.00000    0.01000 
   0.94939    0.45475    1.00000    0.22856    0.00000    0.01000 
   0.51999    0.71636    1.00000    0.43237    0.00000    0.01000 
   0.42759    0.61088    1.00000    0.94879    0.00000    0.01000 
   0.43698    0.14289    1.00000    0.19804    0.00000    0.01000 
   0.77460    0.35258    1.00000    0.13182    0.00000    0.01000 
   0.60936    0.03649    1.00000    0.22186    0.00000    0.01000 
   0.88339    0.19555    1.00000    0.85612    0.00000    0.01000 
   0.62288    0.40650    1.00000    0.62026    0.00000    0.01000 
   0.31327    0.48207    1.00000    0.74843    0.00000    0.01000 
   0.44937    0.71702    1.00000    0.79002    0.00000    0.01000 
   0.12765    0.90912    1.00000    0.99371    0.00000    0.01000 
   0.52678    0.43797    1.00000    0.84449    0.00000    0.01000 
   0.71565    0.42459    1.00000    0.84674    0.00000    0.01000 
   0.20969    0.24677    1.00000    0.68404    0.00000    0.01000 
   0.65879    0.67371    1.00000    0.48705    0.00000    0.01000 
   0.55630    0.89227    1.00000    0.47389    0.00000    0.01000 
   0.27858    0.62151    1.00000    0.44680    0.00000    0.01000 
   0.59036    0.20267    1.00000    0.10866    0.00000    0.01000 
   0.84221    0.92488    1.00000    0.07803    0.00000    0.01000 
   0.06009    0.75766    1.00000    0.54795    0.00000    0.01000 
   0.87816    0.75734    1.00000    0.14114    0.00000    0.01000 
   0.46862    0.03904    1.00000    0.79022    0.00000    0.01000 
   0.12827    0.35892    1.00000    0.30652    0.00000    0.01000 
   0.63910    0.47722    1.00000    0.80348    0.00000    0.01000 
   0.81366    0.70464    1.00000    0.98408    0.00000    0.01000 
   0.70958    0.62901    1.00000    0.51336    0.00000    0.01000 
   0.13403    0.28320    1.00000    0.65621    0.00000    0.01000 
   0.60249    0.66853    1.00000    0.32989    0.00000    0.01000 
   0.43669    0.86146    1.00000    0.11742    0.00000    0.01000 
   0.44605    0.55973    1.00000    0.39152    0.00000    0.01000 
